"","species_ID","species_name"
"6377",17348,"Falsistrellus mackenziei"
"6378",5756,"Fukomys mechowi"
"6379",136757,"Cryptotis tropicalis"
"6380",14197,"Myotis ruber"
"6381",15613,"Handleyomys saturatior"
"6382",42599,"Dipodomys californicus"
"6383",9450,"Grammomys aridulus"
"6384",136486,"Alouatta arctoidea"
"6386",13321,"Microcavia shiptoni"
"6387",2275,"Atelerix sclateri"
"6388",22571,"Tylomys fulviventer"
"6389",745,"Abrothrix markhami"
"6390",12361,"Lorentzimys nouhuysi"
"6394",15338,"Onychomys leucogaster"
"6395",9919,"Hemitragus jemlahicus"
"6396",13525,"Millardia meltada"
"6398",135429,"Saguinus melanoleucus"
"6399",42631,"Microtus ochrogaster"
"6402",9151,"Gerbillus stigmonyx"
"6403",6682,"Dipodomys stephensi"
"6410",8206,"Eulemur collaris"
"6411",8969,"Gazella dorcas"
"6416",136635,"Ctenomys rionegrensis"
"6420",9987,"Heterocephalus glaber"
"6421",41321,"Crocidura grandiceps"
"6434",19360,"Rattus rattus"
"8424",3746,"Canis lupus"
"8455",41706,"Prionodon pardicolor"
"8457",12263,"Lonchophylla bokermanni"
"8459",4425,"Chalinolobus tuberculatus"
"8467",2676,"Beamys hindei"
"8471",14589,"Neotoma lepida"
"8481",15135,"Oecomys mamorae"
"8485",16689,"Peromyscus simulus"
"8486",14994,"Nyctinomops femorosaccus"
"8487",14254,"Mysateles garridoi"
"8490",9093,"Gerbillurus setzeri"
"8491",9632,"Haeromys pusillus"
"8494",13216,"Mesocapromys auritus"
"8495",136275,"Eothenomys miletus"
"8496",19997,"Sciurillus pusillus"
"8500",14125,"Myotis brandtii"
"8518",44694,"Trachypithecus johnii"
"8520",6106,"Cynopterus sphinx"
"8534",41650,"Martes melampus"
"8543",15788,"Oxymycterus inca"
"8544",18565,"Pseudomys gracilicaudatus"
"8549",2465,"Baiomys musculus"
"8550",137,"Acerodon celebensis"
"8563",136802,"Anourosorex assamensis"
"8566",44195,"Pipistrellus vordermanni"
"8571",918,"Alouatta ululata"
"8572",19573,"Rhinolophus thomasi"
"8573",6859,"Dryomys laniger"
"8579",9828,"Heliophobius argenteocinereus"
"8581",41395,"Sorex emarginatus"
"8582",10103,"Hippopotamus amphibius"
"8687",136445,"Harpiola isodon"
"8688",14815,"Niviventer coninga"
"8689",20332,"Solisorex pearsoni"
"8690",5634,"Crocidura macmillani"
"8691",13462,"Microtus felteni"
"8692",13943,"Murina leucogaster"
"8697",15648,"Otomops martiensseni"
"8700",15164,"Oenomys hypoxanthus"
"8701",13700,"Monodelphis scalops"
"8702",6981,"Toromys grandis"
"8703",9125,"Gerbillus grobbeni"
"8704",41608,"Helogale hirtula"
"8706",6313,"Delanymys brooksi"
"8709",16874,"Phaner pallescens"
"8710",136504,"Pteropus aruensis"
"8717",15647,"Otomops johnstonei"
"8718",16679,"Peromyscus melanurus"
"8719",6105,"Cynopterus nusatenggara"
"8733",15571,"Oryx beisa"
"8738",136419,"Cacajao ayresi"
"8739",41439,"Suncus madagascariensis"
"8741",14146,"Myotis australis"
"8742",21518,"Gerbilliscus phillipsi"
"8744",42695,"Saguinus martinsi"
"8746",41454,"Megasorex gigas"
"8747",7798,"Eothenomys custos"
"8748",751,"Abrothrix olivaceus"
"8749",42566,"Sundasciurus hoogstraali"
"8750",16739,"Petinomys setosus"
"8757",17601,"Plecotus taivanus"
"8758",20481,"Spermophilus beecheyi"
"8759",11693,"Leptomys signatus"
"8762",136356,"Dyacopterus brooksi"
"8763",14172,"Myotis leibii"
"8765",13332,"Microdillus peeli"
"8768",29619,"Mazama americana"
"8769",29463,"Proechimys echinothrix"
"8770",41552,"Callicebus caligatus"
"8771",274,"Acomys spinosissimus"
"8773",41587,"Vulpes macrotis"
"8775",14182,"Myotis morrisi"
"8777",41637,"Spilogale pygmaea"
"8780",2140,"Artibeus toltecus"
"8784",5625,"Crocidura elgonius"
"8790",14960,"Nyctimene minutus"
"8792",19407,"Reithrodontomys fulvescens"
"8793",12847,"Martes gwatkinsii"
"8799",13455,"Microtus sachalinensis"
"8800",18710,"Pteronotus quadridens"
"8804",20015,"Sciurus nayaritensis"
"8805",19348,"Rattus montanus"
"8808",41648,"Martes americana"
"8822",44860,"Fukomys darlingi"
"8823",4988,"Clyomys bishopi"
"8824",2675,"Bdeogale jacksoni"
"8827",9273,"Glossophaga commissarisi"
"8829",10976,"Phoniscus jagorii"
"8838",14116,"Myospalax aspalax"
"8840",6688,"Dipodomys margaritae"
"8841",14100,"Myoprocta acouchy"
"8842",4153,"Cephalophus zebra"
"8844",9618,"Hadromys humei"
"8846",10115,"Hipposideros caffer"
"8859",136208,"Chlorocebus tantalus"
"8861",5608,"Crocidura miya"
"8863",17226,"Paralomys gerbillus"
"8864",8243,"Eumops dabbenei"
"8866",10124,"Hipposideros crumeniferus"
"8867",15136,"Oecomys paricola"
"8868",4306,"Chaerephon ansorgei"
"8869",5595,"Crocidura andamanensis"
"8870",18563,"Mastacomys fuscus"
"8877",10762,"Ichthyomys pittieri"
"8878",16715,"Petaurillus hosei"
"8879",44928,"Graphiurus johnstoni"
"8880",734,"Abrothrix hershkovitzi"
"8881",10314,"Baiyankamys shawmayeri"
"8882",8701,"Funambulus palmarum"
"8886",2276,"Ateles belzebuth"
"8889",9150,"Gerbillus somalicus"
"8890",136394,"Batomys russatus"
"8891",136840,"Geomys breviceps"
"8892",15544,"Orthogeomys cavator"
"8893",14387,"Neacomys pictus"
"8894",9055,"Geomys personatus"
"8899",13163,"Meriones hurrianae"
"8901",41537,"Saimiri sciureus"
"8906",42642,"Apodemus argenteus"
"8925",9109,"Gerbillus bottai"
"8926",13117,"Melomys capensis"
"8927",18723,"Pteropus faunulus"
"8934",14473,"Nectomys palmipes"
"8936",5626,"Crocidura erica"
"8937",10218,"Holochilus chacarius"
"8938",42588,"Geomys bursarius"
"8939",136265,"Chlorocebus sabaeus"
"8987",17332,"Pipistrellus ceylonicus"
"8994",4152,"Cephalophus weynsi"
"9000",22586,"Tympanoctomys barrerae"
"9001",13988,"Mus triton"
"9004",41657,"Mustela nudipes"
"9007",44689,"Hipposideros thomensis"
"9008",19543,"Rhinolophus hildebrandtii"
"9010",199833,"Monodelphis handleyi"
"9011",19999,"Sciurotamias forresti"
"9012",44991,"Arvicanthis ansorgei"
"9013",136437,"Genetta pardina"
"9014",16736,"Petinomys hageni"
"9016",20193,"Sicista strandi"
"9017",16753,"Petrogale sharmani"
"9018",40613,"Blarinella quadraticauda"
"9019",16726,"Petaurus abidi"
"9020",41513,"Macropus giganteus"
"9024",14176,"Myotis lucifugus"
"9025",39426,"Galidia elegans"
"9034",21473,"Tapirus pinchaque"
"9040",12669,"Madoqua guentheri"
"9042",11491,"Lemniscomys linulus"
"9043",136396,"Cratogeomys perotensis"
"9044",42635,"Microtus umbrosus"
"9045",62008,"Amblysomus robustus"
"9046",10160,"Hipposideros semoni"
"9050",18724,"Pteropus fundatus"
"9052",14946,"Scoteanax rueppellii"
"9054",20637,"Spilocuscus kraemeri"
"9068",4419,"Chalinolobus morio"
"9077",44794,"Glauconycteris gleni"
"9079",15134,"Oecomys flavicans"
"9081",17602,"Plecotus teneriffae"
"9085",42608,"Perognathus fasciatus"
"9086",9274,"Glossophaga leachii"
"9087",42190,"Muntiacus muntjak"
"9101",40581,"Pseudocheirus peregrinus"
"9109",44930,"Plecotus balensis"
"9113",7654,"Ellobius fuscocapillus"
"9117",9830,"Heliosciurus gambianus"
"9120",136453,"Oxymycterus josei"
"9121",13564,"Miniopterus fuscus"
"9128",21695,"Thalpomys lasiotis"
"9130",13170,"Meriones tristrami"
"9132",20629,"Sphiggurus mexicanus"
"9133",10970,"Phoniscus atrox"
"9137",20396,"Sorex arizonae"
"9138",11520,"Leopoldamys sabanus"
"9144",22053,"Tragelaphus imberbis"
"9148",13417,"Microtus breweri"
"9149",19531,"Rhinolophus clivosus"
"9183",3810,"Capricornis swinhoei"
"9185",3595,"Callosciurus erythraeus"
"9190",136213,"Thylamys sponsorius"
"9192",15600,"Nephelomys keaysi"
"9193",14671,"Nesomys rufus"
"9194",4219,"Cercopithecus hamlyni"
"9195",3414,"Cabassous tatouay"
"9196",42191,"Muntiacus reevesi"
"9198",14185,"Myotis nigricans"
"9199",136443,"Spilocuscus wilsoni"
"9200",18739,"Pteropus melanopogon"
"9235",18231,"Procapra picticaudata"
"9236",18555,"Pseudomys pilligaensis"
"9237",41443,"Sylvisorex granti"
"9244",11481,"Lemmus lemmus"
"9245",1149,"Ammospermophilus nelsoni"
"9249",16734,"Petinomys fuscocapillus"
"9252",19561,"Rhinolophus pusillus"
"9303",21207,"Sylvilagus insonus"
"9304",41699,"Genetta maculata"
"9306",18707,"Pteronotus macleayii"
"9309",136642,"Sommeromys macrorhinos"
"9310",44862,"Miniopterus natalensis"
"9317",19565,"Rhinolophus sedulus"
"9319",136480,"Thomasomys macrotis"
"9320",6224,"Dactylopsila tatei"
"9321",15954,"Panthera pardus"
"9407",10007,"Heteromys gaumeri"
"9408",40549,"Sminthopsis virginiae"
"9425",12627,"Macropus parma"
"9427",41626,"Melogale moschata"
"9430",42609,"Perognathus inornatus"
"9431",16121,"Paraleptomys rufilatus"
"9434",8244,"Eumops glaucinus"
"9439",10794,"Idiurus macrotis"
"9445",758,"Akodon simulator"
"9446",41263,"Ochotona hyperborea"
"9452",40640,"Pseudochirulus mayeri"
"9453",6607,"Dinaromys bogdanovi"
"9454",4367,"Chaetophractus nationi"
"9455",136626,"Thylamys venustus"
"9456",40582,"Pseudochirops coronatus"
"9457",136769,"Pipistrellus murrayi"
"9458",4776,"Choeronycteris mexicana"
"9459",20384,"Sorex cylindricauda"
"9460",21454,"Taphozous georgianus"
"9468",19832,"Saiga tatarica"
"9473",40031,"Arielulus aureocollaris"
"9478",40035,"Myotis gomantongensis"
"9480",41698,"Genetta genetta"
"9490",762,"Akodon sylvanus"
"9493",12898,"Maxomys inflatus"
"9494",14097,"Myonycteris brachycephala"
"9495",41351,"Crocidura planiceps"
"9497",4205,"Cercocebus atys"
"9501",853,"Allactaga elater"
"9513",136395,"Didelphis pernigra"
"9514",21172,"Porcula salvania"
"9515",9101,"Gerbillus rosalinda"
"9516",1137,"Ametrida centurio"
"9519",12908,"Pseudohydromys ellermani"
"9520",13570,"Miniopterus robustior"
"9522",2609,"Bassaricyon gabbii"
"9524",29607,"Lasiurus atratus"
"9525",41599,"Herpestes flavescens"
"9527",6443,"Dendromus melanotis"
"9531",12712,"Malacothrix typica"
"9532",17223,"Phyllotis caprinus"
"9533",136614,"Cryptotis griseoventris"
"9536",136723,"Amphinectomys savamis"
"9537",16695,"Peromyscus winkelmanni"
"9538",6984,"Phyllomys nigrispinus"
"9539",9054,"Geomys arenarius"
"9541",10311,"Baiyankamys habbema"
"9542",41589,"Nandinia binotata"
"9546",41767,"Phacochoerus aethiopicus"
"9548",21982,"Tomopeas ravus"
"9549",41634,"Mephitis macroura"
"9550",17879,"Abeomelomys sevia"
"9553",22039,"Trachypithecus obscurus"
"9562",41528,"Emballonura serii"
"9565",136553,"Myotis aurascens"
"9569",19569,"Rhinolophus stheno"
"9575",21164,"Sundasciurus tenuis"
"9587",4767,"Calcochloris tytonis"
"9588",136573,"Marmosops pinheiroi"
"9589",20494,"Spermophilus undulatus"
"9602",136340,"Sus oliveri"
"9605",9491,"Graphiurus platyops"
"9607",39869,"Trachypithecus shortridgei"
"9608",136285,"Avahi peyrierasi"
"9609",11697,"Leptonycteris nivalis"
"9611",5589,"Crocidura ludia"
"9613",875,"Allocricetulus eversmanni"
"9614",41409,"Sorex pacificus"
"9619",5632,"Crocidura greenwoodi"
"9620",759,"Akodon spegazzinii"
"9621",9997,"Heterohyrax brucei"
"9624",13375,"Glyphonycteris behnii"
"9625",136502,"Histiotus laephotis"
"9626",13894,"Moschus berezovskii"
"9627",16204,"Paraxerus boehmi"
"9629",10606,"Hylopetes sipora"
"9630",8760,"Funisciurus lemniscatus"
"9631",39996,"Procolobus pennantii"
"9637",40630,"Crocidura elongata"
"9638",5748,"Cryptochloris wintoni"
"9639",13883,"Mormopterus kalinowskii"
"9640",22956,"Vicugna vicugna"
"9644",41531,"Eptesicus gobiensis"
"9645",3413,"Cabassous chacoensis"
"9646",22781,"Urocyon littoralis"
"9652",21211,"Sylvilagus cunicularius"
"9653",10145,"Hipposideros lylei"
"9656",136397,"Pteropus cognatus"
"9662",4230,"Cercopithecus solatus"
"9663",6511,"Desmomys harringtoni"
"9664",16654,"Peromyscus californicus"
"9665",20480,"Spermophilus atricapillus"
"9668",7937,"Eptesicus platyops"
"9671",10006,"Heteromys desmarestianus"
"9672",12590,"Macroderma gigas"
"9678",136566,"Hipposideros boeadii"
"9679",40601,"Chrysochloris stuhlmanni"
"9684",41483,"Talpa occidentalis"
"9685",13114,"Melomys aerosus"
"9686",40538,"Pseudantechinus ningbing"
"9693",19711,"Rhynchomeles prattorum"
"9694",20209,"Sigmodon alleni"
"9695",20102,"Selevinia betpakdalaensis"
"9696",2141,"Artibeus watsoni"
"9697",18561,"Pseudomys delicatulus"
"9707",40033,"Neoromicia matroka"
"9708",41435,"Chodsigoa parca"
"9709",44783,"Rhinolophus maendeleo"
"9711",15783,"Oxymycterus angularis"
"9712",41318,"Crocidura goliath"
"9713",8033,"Erophylla sezekorni"
"9723",11385,"Leggadina forresti"
"9724",6800,"Dorcopsis muelleri"
"9728",136222,"Kerodon acrobata"
"9729",6082,"Cynogale bennettii"
"9736",19390,"Redunca arundinum"
"9742",41788,"Cervus nippon"
"9779",39316,"Glis glis"
"9807",6926,"Pseudalopex vetulus"
"9809",16509,"Pelomys fallax"
"9810",39985,"Pithecia monachus"
"9812",41596,"Crossarchus platycephalus"
"9814",4214,"Cercopithecus cephus"
"9815",13696,"Monodelphis kunsi"
"9817",13431,"Microtus gregalis"
"9834",21185,"Syconycteris australis"
"9871",21781,"Thomasomys ladewi"
"9872",12903,"Maxomys panglima"
"9876",136776,"Harpyionycteris celebensis"
"9878",136268,"Carollia sowelli"
"9879",136386,"Nycticeius cubanus"
"9880",41392,"Sorex cinereus"
"9887",44687,"Hipposideros gigas"
"9897",6802,"Dorcopsulus vanheurni"
"9899",16687,"Peromyscus pseudocrinitus"
"9900",41299,"Sylvilagus floridanus"
"9915",20472,"Spermophilus citellus"
"9925",41512,"Macropus eugenii"
"9945",18743,"Pteropus niger"
"9947",19683,"Rhogeessa mira"
"9948",42650,"Neotoma floridana"
"9950",12562,"Macaca thibetana"
"9951",136711,"Crocidura musseri"
"9952",13975,"Mus oubanguii"
"9953",21144,"Suncus hosei"
"9955",2138,"Artibeus phaeotis"
"9956",5627,"Crocidura fischeri"
"9958",13218,"Mesocapromys sanfelipensis"
"9960",41593,"Crossarchus alexandri"
"9962",1807,"Aotus griseimembra"
"9963",2123,"Artibeus aztecus"
"9976",41697,"Melogale orientalis"
"9979",136589,"Anourosorex schmidi"
"9982",16697,"Peromyscus zarhynchus"
"9983",3416,"Cacajao calvus"
"9988",15547,"Orthogeomys dariensis"
"9989",40535,"Planigale maculata"
"9996",9420,"Gracilinanus marica"
"9999",136549,"Scapteromys aquaticus"
"10000",4366,"Chaetomys subspinosus"
"10001",5596,"Crocidura armenica"
"10003",1898,"Apodemus mystacinus"
"10010",45091,"Myomyscus angolensis"
"10011",41629,"Mellivora capensis"
"10016",136468,"Microakodontomys transitorius"
"10017",11495,"Lemniscomys striatus"
"10020",62011,"Hemicentetes nigriceps"
"10021",576,"Aethomys thomasi"
"10022",136706,"Lonchophylla concava"
"10025",19340,"Rattus leucopus"
"10030",18305,"Proedromys bedfordi"
"10031",18658,"Pteralopex pulchra"
"10032",45065,"Otomys cuanzensis"
"10033",136326,"Allactaga williamsi"
"10036",15062,"Ochotona huangensis"
"10038",41595,"Crossarchus obscurus"
"10041",136496,"Rhinolophus robinsoni"
"10046",40636,"Pseudantechinus bilarni"
"10051",6433,"Dendrolagus matschiei"
"10053",41452,"Blarina carolinensis"
"10054",9092,"Gerbillurus paeba"
"10057",9104,"Gerbillus amoenus"
"10060",9833,"Heliosciurus rufobrachium"
"10062",7932,"Eptesicus innoxius"
"10063",11136,"Laephotis botswanae"
"10071",136571,"Dobsonia crenulata"
"10091",20185,"Sicista armenica"
"10092",3755,"Canis mesomelas"
"10094",11033,"Kobus leche"
"10105",42461,"Sciurus aberti"
"10111",42398,"Capra sibirica"
"10147",2110,"Ariteus flavescens"
"10148",5601,"Crocidura grandis"
"10149",6223,"Dactylopsila megalura"
"10150",136591,"Sturnira mistratensis"
"10151",21985,"Lophostoma carrikeri"
"10152",13452,"Microtus pennsylvanicus"
"10179",17599,"Corynorhinus mexicanus"
"10182",19545,"Rhinolophus inops"
"10192",40511,"Marmosa regina"
"10194",13639,"Cynomops greenhalli"
"10195",136542,"Sorex yukonicus"
"10196",136634,"Crocidura katinka"
"10198",4681,"Chiropodomys karlkoopmani"
"10200",41273,"Lepus americanus"
"10231",268,"Acomys louisae"
"10232",868,"Allocebus trichotis"
"10233",13442,"Microtus maximowiczii"
"10237",12519,"Lynx lynx"
"10285",18447,"Pseudantechinus mimulus"
"10290",21986,"Lophostoma evotis"
"10291",44857,"Anomalurus beecrofti"
"10293",7931,"Eptesicus hottentotus"
"10295",13694,"Monodelphis emiliae"
"10296",20390,"Sorex jacksoni"
"10297",41498,"Tupaia montana"
"10298",6927,"Pseudalopex griseus"
"10301",19370,"Rattus pyctoris"
"10302",20383,"Sorex cansulus"
"10303",18716,"Pteropus anetianus"
"10324",41652,"Martes zibellina"
"10339",5597,"Crocidura beatus"
"10346",21873,"Thylogale calabyi"
"10349",14352,"Nasalis larvatus"
"10354",3648,"Caluromys lanatus"
"10355",7618,"Eliomys quercinus"
"10373",13642,"Cynomops planirostris"
"10374",19852,"Salanoia concolor"
"10376",40566,"Macropus rufogriseus"
"10386",15311,"Leopardus guigna"
"10390",6483,"Dendroprionomys rousseloti"
"10391",729,"Akodon budini"
"10392",2018,"Arborimus pomo"
"10393",6431,"Dendrolagus inustus"
"10400",19355,"Rattus osgoodi"
"10401",2274,"Atelerix frontalis"
"10403",10979,"Kerivoula muscina"
"10404",21222,"Sylvisorex oriundus"
"10405",41264,"Ochotona ladacensis"
"10406",41307,"Lepus tibetanus"
"10408",41270,"Ochotona rutila"
"10409",13992,"Muscardinus avellanarius"
"10420",14163,"Myotis goudoti"
"10493",14210,"Myotis volans"
"10495",17474,"Planigale novaeguineae"
"10497",19402,"Reithrodontomys brevirostris"
"10498",5572,"Crocidura lucina"
"10500",13937,"Murina aurata"
"10512",41289,"Lepus habessinicus"
"10514",4634,"Chilomys instans"
"10515",4310,"Chaerephon chapini"
"10517",22576,"Tylomys watsoni"
"10518",15053,"Ochotona thomasi"
"10519",10203,"Histiotus velatus"
"10521",10202,"Histiotus montanus"
"10523",21702,"Thamnomys venustus"
"10530",41680,"Bassariscus astutus"
"10534",7916,"Eptesicus brasiliensis"
"10537",9456,"Grammomys gigas"
"10538",16211,"Paraxerus poensis"
"10542",44782,"Rhinolophus hillorum"
"10546",136481,"Necromys lenguarum"
"10548",19334,"Rattus hainaldi"
"10549",21260,"Syntheosciurus brochus"
"10550",19414,"Reithrodontomys paradoxus"
"10552",13131,"Paramelomys rubex"
"10558",22804,"Uromys neobritannicus"
"10559",41369,"Crocidura zarudnyi"
"10560",41635,"Mephitis mephitis"
"10561",10764,"Ichthyomys tweedii"
"10564",14593,"Neotoma palatina"
"10566",41283,"Lepus oiostolus"
"10567",19560,"Rhinolophus philippinensis"
"10581",2768,"Berylmys bowersi"
"10586",41449,"Scutisorex somereni"
"10587",13566,"Miniopterus magnater"
"10601",18755,"Pteropus rodricensis"
"10602",3549,"Callicebus dubius"
"10603",4974,"Myodes rufocanus"
"10621",7016,"Echymipera echinista"
"10622",136281,"Ctenomys johannis"
"10623",9105,"Gerbillus andersoni"
"10628",21251,"Syncerus caffer"
"10642",11374,"Latidens salimalii"
"10643",14594,"Neotoma phenax"
"10644",41477,"Scaptonyx fusicaudus"
"10645",17569,"Platyrrhinus dorsalis"
"10647",18656,"Pteralopex anceps"
"10649",44851,"Pipistrellus anchietae"
"10655",44696,"Nycteris vinsoni"
"10656",18340,"Promops centralis"
"10659",19597,"Rhinopithecus bieti"
"10660",27926,"Atelerix algirus"
"10672",10750,"Hystrix crassispinis"
"10673",12813,"Tlacuatzin canescens"
"10679",16855,"Phalanger sericeus"
"10680",19616,"Rhipidomys venezuelae"
"10682",136403,"Nectomys magdalenae"
"10683",13487,"Microtus townsendii"
"10685",39914,"Mico marcai"
"10686",41358,"Crocidura smithii"
"10688",11304,"Lariscus hosei"
"10689",13222,"Mesocricetus raddei"
"10690",15606,"Handleyomys melanotis"
"10691",22840,"Vampyressa nymphaea"
"10692",18708,"Pteronotus parnellii"
"10703",13887,"Mormopterus phrudus"
"10704",13047,"Melanomys robustulus"
"10705",6278,"Dasyprocta azarae"
"10707",21975,"Tolypeutes tricinctus"
"10708",19525,"Rhinolophus arcuatus"
"10743",18232,"Procapra gutturosa"
"10745",19343,"Rattus lutreolus"
"10763",3619,"Calomyscus baluchi"
"10764",12765,"Smutsia temminckii"
"10765",16750,"Petrogale xanthopus"
"10774",40557,"Trichosurus caninus"
"10776",13950,"Murina ussuriensis"
"10795",136301,"Mazama bricenii"
"10805",5221,"Congosorex polli"
"10806",10878,"Isothrix bistriata"
"10807",3847,"Caracal caracal"
"10819",136690,"Lasiurus varius"
"10820",5569,"Crocidura lanosa"
"10822",41686,"Procyon lotor"
"10827",39827,"Pygathrix cinerea"
"10828",4112,"Centronycteris maximiliani"
"10829",41400,"Sorex hoyi"
"10835",16660,"Peromyscus eva"
"10837",19341,"Rattus losea"
"10844",6678,"Dipodomys ingens"
"10846",19647,"Rhizomys sumatrensis"
"10848",41590,"Atilax paludinosus"
"10851",10116,"Hipposideros calcaratus"
"10877",8162,"Euchoreutes naso"
"10878",14923,"Nyctalus montanus"
"10880",16652,"Peromyscus boylii"
"10882",17227,"Phyllotis haggardi"
"10883",14925,"Nyctereutes procyonoides"
"10889",18868,"Puma concolor"
"10890",41376,"Cryptotis nigrescens"
"10892",16680,"Peromyscus merriami"
"10893",14152,"Myotis chinensis"
"10896",136337,"Miniopterus oceanensis"
"10916",2642,"Batomys dentatus"
"10917",41538,"Saimiri ustus"
"10918",17572,"Platyrrhinus recifinus"
"10919",6628,"Diphylla ecaudata"
"10920",10887,"Isthmomys pirrensis"
"10921",136404,"Monodelphis ronaldi"
"10922",41402,"Sorex lyelli"
"10923",3128,"Bubalus quarlesi"
"10926",12652,"Macrotus californicus"
"10928",5801,"Ctenomys colburni"
"10929",3329,"Bunomys coelestis"
"10930",3598,"Callosciurus melanogaster"
"10933",22446,"Tupaia chrysogaster"
"10936",16694,"Peromyscus truei"
"10940",18745,"Pteropus ocularis"
"10943",6824,"Dremomys rufigenis"
"10945",136469,"Eliomys munbyanus"
"10948",16682,"Peromyscus nasutus"
"10949",39593,"Anathana ellioti"
"10950",14261,"Mystacina tuberculata"
"10962",13118,"Melomys cervinipes"
"10973",14933,"Nycteris macrotis"
"10975",41545,"Alouatta caraya"
"10976",13139,"Melonycteris melanops"
"11011",5674,"Crocuta crocuta"
"11013",21800,"Thomomys umbrinus"
"11019",12392,"Loxodonta africana"
"11183",5527,"Cricetulus sokolovi"
"11184",44921,"Neoromicia helios"
"11186",21330,"Taeromys celebensis"
"11187",136730,"Rattus arrogans"
"11189",16673,"Peromyscus mayensis"
"11190",19330,"Rattus exulans"
"12401",4229,"Cercopithecus sclateri"
"12402",6270,"Dasymys montanus"
"12403",8266,"Euoticus pallidus"
"12406",6622,"Diomys crumpi"
"12410",15608,"Hylaeamys oniscus"
"12411",15735,"Ovis canadensis"
"12714",39930,"Callicebus melanochir"
"12715",17225,"Phyllotis definitus"
"12716",10310,"Hydromys chrysogaster"
"12775",13130,"Mammelomys rattoides"
"12777",14327,"Spalax nehringi"
"12783",41472,"Scapanulus oweni"
"12784",699,"Cuniculus paca"
"12786",21785,"Thomasomys notatus"
"12787",136217,"Lasiurus pfeifferi"
"12788",20192,"Sicista severtzovi"
"12790",861,"Allactodipus bobrinskii"
"12797",136507,"Eothenomys cachinus"
"12798",136405,"Sigmodon planifrons"
"12799",40618,"Crocidura arabica"
"12802",17364,"Pipistrellus stenopterus"
"12809",29484,"Myotis yanbarensis"
"12812",12938,"Megaderma lyra"
"12817",14213,"Myotis yumanensis"
"12818",19607,"Rhipidomys couesi"
"12822",1902,"Apodemus semotus"
"12823",13508501,"Rhinopithecus strykeri"
"12824",952,"Alticola macrotis"
"12830",136648,"Alticola olchonensis"
"12832",20722,"Steatomys pratensis"
"12835",4369,"Chaetophractus villosus"
"12837",16799,"Phaenomys ferrugineus"
"12838",19998,"Sciurotamias davidianus"
"12840",40534,"Planigale ingrami"
"12845",6986,"Makalata rhipidura"
"12847",14520,"Neofiber alleni"
"12848",13647,"Molossus coibensis"
"12851",136524,"Eptesicus chiriquinus"
"12858",16718,"Petaurista alborufus"
"12862",41583,"Mico mauesi"
"12863",136458,"Microcebus jollyae"
"12864",8700,"Funambulus layardi"
"12867",13490,"Microtus multiplex"
"12868",14966,"Nyctimene robinsoni"
"12882",21839,"Thrichomys apereoides"
"12883",41403,"Sorex merriami"
"12884",2136,"Artibeus lituratus"
"12890",40489,"Didelphis albiventris"
"12891",42394,"Odocoileus virginianus"
"12894",43929,"Alouatta seniculus"
"12895",8668,"Fossa fossana"
"12899",9246,"Glirulus japonicus"
"12905",2435,"Avahi occidentalis"
"12907",13948,"Murina tenebrosa"
"12908",4139,"Cephalophus dorsalis"
"12911",41328,"Crocidura lea"
"12912",13983,"Mus sorella"
"12914",136687,"Ctenomys bergi"
"12915",11793,"Lepus hainanus"
"12916",42673,"Neotoma cinerea"
"12917",8757,"Funisciurus bayonii"
"12918",725,"Akodon albiventer"
"12919",136610,"Pteronotus paraguanensis"
"12920",10157,"Hipposideros ruber"
"12921",17341,"Pipistrellus hesperus"
"12922",9141,"Gerbillus poecilops"
"12923",9480,"Graphiurus christyi"
"12924",19680,"Rhogeessa genowaysi"
"12925",23050,"Vulpes cana"
"12928",3797,"Capra walie"
"12929",40800,"Ochotona hoffmanni"
"12931",9760,"Helarctos malayanus"
"13760",14959,"Nyctimene masalai"
"13761",41597,"Cynictis penicillata"
"13762",20484,"Spermophilus fulvus"
"13768",3623,"Calomyscus urartensis"
"13769",4600,"Cheiromeles parvidens"
"13790",6225,"Dactylonax palpator"
"13793",44920,"Neoromicia guineensis"
"13796",16484,"Pelea capreolus"
"13797",20636,"Spilocuscus maculatus"
"13826",29664,"Sorex granarius"
"13827",42615,"Arborimus longicaudus"
"13828",8833,"Galidictis fasciata"
"13829",15244,"Oligoryzomys delticola"
"13830",4185,"Ceratotherium simum"
"13843",14993,"Nyctinomops aurispinosus"
"13846",5112,"Coleura seychellensis"
"13850",44797,"Glauconycteris machadoi"
"13851",136216,"Microtus paradoxus"
"13854",22839,"Vampyressa melissa"
"13856",20053,"Scotinomys xerampelinus"
"13857",13584,"Mirza coquereli"
"13858",17366,"Pipistrellus subflavus"
"13860",21159,"Sundasciurus moellendorffi"
"13865",13378,"Micronycteris hirsuta"
"13867",4655,"Chinchillula sahamae"
"13868",9454,"Grammomys dolichurus"
"13869",42454,"Cynomys leucurus"
"13870",136698,"Sorex orizabae"
"13871",41570,"Miopithecus ogouensis"
"13873",136455,"Spermophilus ralli"
"13874",8759,"Funisciurus isabella"
"13875",13425,"Microtus abbreviatus"
"13877",755,"Akodon sanctipaulensis"
"13878",136374,"Dobsonia anderseni"
"13895",136407,"Trinomys eliasi"
"13897",2643,"Batomys salomonseni"
"13901",39853,"Trachypithecus francoisi"
"13913",14128,"Myotis daubentonii"
